content,score
"Tolong link ureg.pajak.go.id dibenerin, masa pengen bikin npwp susah bngt,, udh bener tinggl ngisi data doang,, keluar sebentar langsung bikin dari awal lagi,, pulsa gw udh abis goceng bikin itu doang,,, orang pengen bayar pajak ajjh malah dipersulit,,,, kerja yang bener, bukan foya"" sama nyantai"" jangan korupsi terus, uang rakyat buat negara bukan buat diri pribadi, klo fasilitas negara buat rakyatnya kaya gini gimana negara mau maju, yang ada, HANCURRR!!!!!!",1
"mau minta efin,pas verifikasi wajah,aplikasi langsung close,jadi nyesel buat npwp.Bukannya d permudah malah ribet banget.",1
Sangat Membantu aplikasi ini,5
"Ribet banget, muter² gak jelas petunjuknya Kerjasama sama google aja emailnya Lupa efin, dikirim ke email mailnesia Lupa email disuruh masukin efin Trus gimana cara mengetahui efinnya?",1
Gk berharap byk soal nya lupa efin ngajuin berkali-kali gk masuk Efin nya ke email,1
The best,5
Gajelas,1
Aplikasi jelek ribet lagi,1
"DEVELOPER GAK JELAS, PASTI MANUT AJA JADI BABU PIMPINAN, APLIKASI AJA GAK KE URUS.",1
Ok,5
Kualitas nya msh buruk,1
"Emang yah, aplikasi atau situs sekelas instansi besar di negara kita itu ga keurus, selain rentan kena hack, situs atau webnya ga responsif.. dikit dikit relaunch, error.. apaan dah.",1
"Ini aplikasi punya pemerintah untuk masyarakat lho..tapi kok sekali dibuka malah keluar lagi. Aplikasi kok ecek ecek gini, parah sumpah",1
"Kenapa setiap selesai upload foto selalunya eror masalah kelurahan padahal nama kelurahan jelas jelas gak ada yang salah sama persis yang di KTP, mau bayar pajak tapi aplikasi model begini 👎👎👎👎, live chat nya aja gak ada solusi",1
"Aplikasi SAMPAH KALAU GAK SIAP DIGITAL LEBIH BAIK KONVENSIONAL,BUKANNYA MEMPERMUDAH MALAH BIKIN SENGSARA. LEMOT,ERROR TERUS,COBA LAGI ERROR LAGI,PADAHAL DATA SUDAH FIX BETUL. F""C""",1
"aplikasi lemot, sudah punya akun tapi susah masuk, minta verifikasi ulang malah gagal mulu, orang mau lapor aja ribet. lebih mudah bikin akun sosmed daripada akun pajak di aplikasi. heran",1
Apknya kalah sama apk warung masukin kode otp efin saja 6x gagal terus ga jelas gimana coba masa,1
"Mau ngurus lupa efin aja ribet, padahal udah pake foto sendiri. Klo nagih pajak getol buat pelayanan sulit.",1
"Aplikasi GK jelas, sudah berulang kali isi data gagal trus",1
Ok,5
"Sekelas aplikas pemerintahan loh , cacat banget baru bukanudah eror , maunya nerima uang doang tapi gada kualitas sama sekali",1
Mantap,5
"Susah login terus, sampe2 pernah ke kantor cabangnya ke cs buat minta bantuan udah bisa login waktu itu. Sekarang dicoba beberapa lagi tetep gak bisa login",1
jelek banget,1
"Mau mgurus pajak aja susah, padahal tinggal terima uang. Efin efin harus ke kantor nian. Dikira kami nganggur apa gimana. Sulitt",1
Baru msuk suru updet..mala muter2 terus gmn sih ini...payahhhhhhh,1
"Apk susah buka Nya , auto uninstall",1
"Pajak sudah dibayar tapi masih disuruh laporan,trus apa gunanya bayar pajak",1
"Aplikasi sampah, susah bener kagak bisa kirim ulang efin buat lapor spt",1
Lah cara lapor spt nya gmna kog gk ada menu nya ..,1
"Ini bikin aplikasi berapa sih dana nya? Perusahaan swasta pinjol aja aplikasi nya bagus2.. INI SEKELAS NEGARA APLIKASI ANCUR GAK KARUAN, MASA KALAH AMA APLIKASI PINJOL, HAHA..",1
Baru download langsung kecewa. Apa uang pajak masyarakat belum cukup banyak ya untuk buat aplikasi receh aja jauh dri kata bagus.,1
"Kecewa aing teh kumaha aplikasi suka eror,padahal tiap bulan juga Bayar pajak dipotong pajak,masa mau report aja susah na minta ampun",1
"Setelah donlod app ini ko dpt wa penipuan an djp online y,",1
"Tidak seperti versi web yg komplit, versi mobil ini justru mengecewakan, kurang fitur",1
"Lebih baik aplikasi BOKEP ketimbang apk resmi tapi konyol banyak masalah dan teknisnya baru belajar udh dipaksain buat apk padahal kemampuannya blum mumpuni, bejar dlu nak PD ahlinya jgn buat negara kita malu, ini sgt memalukan masak apk sekelas negara kalah sama apk bokep",1
Aplikasi cacat blm mendukung disuruh lapor pajak tapi mempersulit dan ribet buat kami yg jauh dari kota,1
Aplikasi negara emang bobrok udh gak heran lagi,1
"Ribet, tidak efisien, Lemot, Mohon dipermudah.",1
"Sangat buruk, sulit ,",1
Salah satu aplikasi tidak berguna dari pemerintah live chat berakhir dengan sendirinya tlpon ke nomer 1500200 juga sama saja,1
Aplikasi dibuat untuk menyusahkan... lola bedddd anjir.. baikin dong aplikasinya .hermannnnnnn,1
ribettttt,1
aplikasi ga guna! jelek bgt kualitasnya,1
APLIKASI PALING USELESSS!!!!! DUIT PAJAK RAKYAT TOLONG DONG DIPAKAI BUAT HAL2 YG BERMANFAAT KAYA M PAJAK INI DIBENERIN!!!! KITA MAU BAYAR AJA DIPERSULIT !!!!!!!!,1
"Critical Eror Occurred! ayolah katanya masuk kerja dipajak susah seleksinya, masa aplikasinya gabisa dipakai sama sekali kya gini hadeh",1
Aplikasi sering error mau di permudah tapi di persulit,2
nggak guna banget punya aplikasi,1
"Jelek banget aplikasinya. Kami dituntut cepet lapor pajak, tapi ada aplikasi yang kami pikir bisa cepet selesai tapi malah aplikasinya jelek. Gak guna.",1
"Aplikasinya benar-benar membuat pusing, berulang kali gagal kalau udh ke tahap selanjutnya",1
"Mau lapor pajak aplikasi eror mulu, gak lapor pajak denda, pemerintah bisa nya bikin susah aja",1
"baru buka langsung error, mau login error lg, nggak bisa di pake, mau laporan nggak bisa",1
Sangat membantu wajib pajak,5
"Baru download aplikasi eror mulu gimana mau lapor spt,,tolong di perbaiki.",1
Error mulu,1
"Parah sekali, seharusnya aplikasi seperti ini membantu dan mempermudah sehingga waktu dan biaya tidak terbuang sia-sia",1
Ok mantap,5
Banyak kekurangan,1
Bgini kualitas pemerintah kita bikin aplikasih tdk usah buat aplikasih om kualitasnya miris,1
"Sbetulnya saya heran, kenapa saya disuruh Update padahal di Playstore tidak ada tulisan ""update"" Whyyy???? Saya makin heran ternyata gak cuma saya yg merasakan 😂😂.",1
Aplikasi nya sering eror jadi kesel,1
"Error, force close, input otp error parah2",1
"Aplikasi tolol, bukannya mempermudah",1
Parah memang kita bayar pajak kita yg di persulit aplikasi gk guna buat apa di buat masa baru masuk sudah eroorr parah,1
Ok,5
"Bobrok sekedar buat aplikasi menggunakan uang anggaran tappi gak bermanfaat, gini mau narik ppn 12% pph 21 sudah membuat masyarakat tercekik bos. Antara kebijakan dan pelaksana wajib pajak tidak di pertimbangkan",1
Crash ancur,1
"Ealah baru aja install langsung error, pemerintah pemerintah, kemana aje tuh uang pajak.",1
Aplikasi tolol di buat ga guna baget,1
Aplikasi gak guna,1
Baru buka langsung tutup aplikasi sendiri,1
"Parah ini, sekelas aplikasi Pemerintah pusat error terus",1
Lupa efin tidak bisa verifikasi,1
Aplikasinya error terus. Percuma ada aplikasi tp error terus. Gak mempermudah,1
"Appnya ga bisa dibuka, tertulis Fatal Error JS Function segala macem. Disuruh update tapi pas dicek ko ga ada tulisan Update",1
Sangat membantu,5
"BENERIN DULU APLIKASINYA LAH, RAKYAT UDAH SURUH BAYAR PAJAK, APLIKASI BUSUK MACAM TAIK JUGA GA DIBENERIN. TIAP MAU BUKA CAMERA ADA AJA ERRORNYA. JANGAN CUMAN SENENG NARIKIN PAJAK RAKYAT AJA KLEAN!!!",1
"Mungkin saya orang ke 273.8jt dari penduduk indonesia yg memberi rating 1 pada aplikasi ini, sayang tak ada rating 0, kalau ada saya pilih yg 0",1
Ga guna,1
Parah nyet,1
Aplikasi cacat restart terus,1
Aplikasi gakbisa dibuka,1
"Aplikasi yg sangat buruk, ngga di website maupun aplikasi sama saja,bukan nya mebg update untuk memperbaiki kualitas pengguna malah tidak ada perkembangan",1
"error terus pas verifikasi wajah, kacau!!!",1
Link aktivasinya tidak bisa diterima. Sudah coba berkali-kali tetap tidak ada link yang masuk ke email terdaftar.,1
Tidak bisa dapatkan efin eror terus padahal data sudah benar,1
"Hadehh, bukan nya mempermudah hidup malah mempersulit di app 🤧 (12/1/24) Lagi-lagi saya kecewa dgn app ini, kenapa sih suka sekali buat orang naik darah? Apa ga ada niat pemerintah utk memperbaiki kualitas app nya? Makin hari bukan makin bagus, ini malah makin eror 🤧 jangan makan gaji buta aja dong. Kami disuruh bayar pajak. Tapi app nya ga banget kualitasnya 🤢",1
Anehhh mau lapor pajak lewat website pun di persulit dan selalu terjadi kesalawan teruss klo memang GK niat bikin website sama aplikasinya mending GK usah di buat ribett bgtt mau lapor aja sulitt pantes aja PD males mau lapor pajak org ribett nya minta ampun,1
"Asli udah di download disuruh update, ini apasih yg di update? Udah 5 jam nungguin loading masih aja begitu",1
Viralin Biar Pemerintah Bener Berbenah Jangan Cuma Omong Doang. Aplikasi ERROR.!!,1
Bisa minta updaten terbaru untuk samsungA33 ndak?,3
"Sok-sokan digitalisasi, tp asal bikin aplikasi. Pajak kita dibuang untuk aplikasi yg sia-sia.",1
Kecewa pelayanannya,1
ribet mau liat secara online aja harus dtg ke kantor pajak dulu. padahal penting mau liat pajak dr rumah dan taat pajak. aplikasi bobrok.,1
aplikasi pajak cacat apalikasi apaan begini,1
"Apa sih aplikasi ini gak jelas Mala closing sendiri lagi di daftarin juga,,,kalau emang gak bisa ngebantu mending gak usah diadain,,,nambah ribet aja,,ngeselin",1
"Aplikasi yang susah untuk digunakan, bikin geram🥴🤔, bisa tidak diperbaiki lagi?",1
"Live pajak ga bisa, 1500200 ga bisa. Apa coba yang bisa membantu?",1
Semua yg dari pemerintahan tidak ada yg berguna bagi rakyat hanya memberatkan dan menyusahkan saja.. aplikasi sampah IT yg tidak becus. Tidak mau menerima masukan rakyat negara hancur dan rusak bila di pimpin orang asal asalan,1
Ini aplikasi gimana sih? Masa baru aja download udah disuruh update? Gk jelas bgt mana updatenya gk selesai-selesai. Hadeh mau taat pajak tapi alurnya aja susah bgt. Belum lagi propertinya gk mendukung,1
"Ini belum optimal ya aplikasi nyaa developer ,udah tahap kirim verifikasi ,tapi tak kunjung datang ke email ,itu nyangkut dimana developer",1
Perlu pengembangan untuk pemegang IT Setidaknya biarkan milenial saja yg mengurusi teknologi agar tidak bobrok sprti ini,1
"Download aplikasi kirain bakal membantu, ternyata tidak sama sekali.",1
"Apapun pilihan menu/pertanyaan knp selalu ngaarah otomatis ke lupa efin,dan menunggunya luama bgt ,yg begini2 susah klo pas mungut pajak cepet 🤭",1
"Kode verikfikasi tidak terkirim kirim, baik ke e-mail maupun ke sms, sudah saya cek ke spam juga tidak masuk, pulsa nomor saya juga tidak 0. Saya ulang 2 kali masih juga ga terkirim.",1
"SAYA HERAN DENGAN APLIKASI PEMERINTAH INI? SUDAH DINAIKKAN PAJAK, TAPI KUALITAS APLIKASI KAYAK APLIKASI SCAM. KALAU MAU REKRUT ORANG IT, YANG BENAR LAH, BUKAN ASAL BISA JAWAB PSIKOTES DOANG. APLIKASI INI CUMA BUAT FORMALITAS SAJA ATAU MAU MEMPERMUDAH LAYANAN? TOLONG DIRUBAH LAH CARA KERJANYA",2
"Aplikasi Kurang Membantu, Maunya Apa Nih...Di Chat,kring, Email Kaga Ada Balasan Sama Sekali",2
Coba,5
"Ini saya mau buat npwp, daftar nya astagfirullah, gak heran masyrakat banyak yang main slot karna lebih gampang daftaf slot daripda npwp",1
Oke,5
"Lupa efin susah bener dapetnya lagi,sudahmasukin data sesuai di npwp ya verif gagal terus. Parah bener apk nya,buang buang kuota.",1
Mantap.,5
Ini aplikasi paling busuk yang pernah ku install.,1
Aplikasi Error saat dibuka pertama,1
Lemot,1
"mau bayar pajak aja sulit sekali, pake gk bisa segala provide tri dan axis. sekala negara padahal . dh gitu APPnya gk bisa di pencet daftarnya",1
aplikasi bagus,1
"Bug terus, sekali bug lama",1
"Aplikasi bukannya bantu malah makin kesel. Tolol IT developmentnya. Sruh update tapi malah error, d playstore aja ga ada updatenya. Gmna sih.. Aplikasi tolol.",1
Sumpah ini aplikasi pemerintahan ga ada yang benar benar bekerja dengan baik. Mau masuk aja ga bisa. Apalagi udah bisa masuk dan mau verifikasi gagal terus. Padahal signal bagus. Semua data sudah saya teliti dengan seksama tapi gagal. Aneh. Untuk apa menciptakan aplikasi online kalau memang sistimnya seperti ini. Hapus Saja. Memang pemerintah itu selalu membuat ribet warga nya. Tidak ada kemudahan sama sekali.,1
Burik,1
"Dibuka susah, gimana nau bantu kita bayar pajak ini apk 😤",1
"aplikasi sesat, mending di hapus saja lah ..",1
Aplikasi nya bobrokk g niat amat buat apk..,1
"Aplikasi pajak tapi tidak bisa untuk lapor pajak.. ditanya ke petugas katanya ""kita kan sudah online jadi tidak perlu aplikasi"" saya hanya bisa menjawab ""hah??!!"" Jawaban macam apa itu.. aplikasi untuk mempermudah tp malah tidak digunakan.. lucu memang.. anggaran oh anggaran",1
aplikasi apa ini? ga guna banget eror mulu,1
Gajelas banget aplikasinya eror mulu,1
Baru juga mau pakai.. Udah error aja aplikasinya payah,1
LAPOR LUPA EFIN TAPI GA DAPET KODE KONFIRMASI. ANEH,1
Gk bisa dibuka,1
"Kita udah bayar pajak, mau bikin NPWP online aja susah nya minta ampun. Heran sama semua aplikasi pemerintah ga ada yg bener",1
"Percuma bikin aplikasi, kalo apa apa harus ke kantor djp",1
"Tidak membantu, layanan 1500200 juga tidak membantu pulsa udh abis 50rb cuma sampe sedang sibuk doang. Trmksh",1
Diperbaiki lah,1
Mohon diperbaiki.. Aplikasi sekelas instansi pemerintah masa buat masuk login aja gak bisa2.. Kacau,1
Apk tai,1
Baru saja download tapi minta pembaruan lagi... Apk apaan ini 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ kacau,1
Aplikasi tidak berguna lupa ifin salah terus nama kecamatan dan kota padahal sudah sesuai KTP. Lebih baik hapus saja aplikasi ya dari play store,1
gajelas,1
Erorr ngerestar mulu ini tolong ditingkatkan lagi,2
👍,1
"G jelas apa maunya ni apk, bukan mempermudah, malah mempersulit",1
Ebusseet ini apk kek kntl,1
Aplikasi tidak baguss.. Buka apapun susah walaupun signal bagus. Apk hanya bikin pusing,2
Aplikasi taik.. Mau bayar pajak susah.. Kode efin susah... Gimana mau lapor pajak...,1
Tingkatkan terus,5
Eror,1
"Lupa efin mau bayar pajak,ribet nya minta ampun,ini mau bayar misal mau ngutang gak cuma ribet mungkin ya...hadeh aplikasi jelek",1
Sangat mendukung,4
Sulit masuk ya eror,1
Kwalitasnya seperti gk berguna samasekali,1
sangat membantu,5
pemutakhiran NPWP secara mandiri TAPI Se-Rungkad ini aplikasinya,1
"Aplikasi apa ini,buat tanya2 susah,ribet.",1
Aplikasinya belom kompatibel buat tablet kah 😠,3
Sdh di install tp apk keluar terus. Hp memyarankan menutup apl,2
Aga lemot yah,3
Hati hati ini aplikasi berbahaya.,1
"Pajak udh dibayar, hasil nya bikin aplikasi cacat begini",1
Capek buat npwn online kek ribet banged kadang kode otpnya g sesuai pass mau di validasi kadang juga pass minta kode verifikasi lama banged mana lagi udh pake pulsa malah ke sedot capek buat online,1
Aplikasi bikin dosa aja,1
"Daftar efin harus ke kantor, buat apa sistem online!",1
Aplikasi apaini. slalu update tapi gk pernah bner. gk kebuka yg benar dulu kalian bikin aplikasi ini bah. memuakkan kali aplikasi kalian ini,1
Aplikasi sampah.,1
Aplikasi gak guna mau login aja susah,1
"lupe EFIN, buka email buat liat OTP pas balik lg ke aplikasi mulai lg dari awal.",1
aplikasi sampah kaya gini buat apa???fitur live chat ga bisa verifikasi stuck ngapain di buat aplikasi kalo ga bisa mempermudah pengguna....urusan pajak kok di sepelak kaya urusan bikin krupuk,1
"susah amat otpnya, pulsa melayang layang percuma",1
"Kalau orang pengen pada tertib bayar pajak lebih di mudahkan lagi di pastikan lagi apk tidak ada kendala, lakukan survey ke masyarakat perbaharui, lupa efin kendala y aplikasi masih lambat padahal signal kencang, verifikasi tidak masuk masuk, menggunakan no telpon tidak bisa, semoga bisa lebih memudahkan kembali dan terus evaluasi",1
gimana sih developer kok bisa bisa nya freetext untuk kecamatan kelurahan dan kab kota sehingga menyebabkan verifikasi gagal wkwkw,1
Ok,5
"Gak bisa digunakan, tetep kudu ke kantor pajak 👍",1
Good,1
"Sangat tidak membantu, aplikasi selalu mengalami crash..... Tidak ada perbaikan ataupun pengembangan dari pihak terkait",1
"Aplikasinya udah bener lagi sekarang, sebelumnya EFIN ga masuk, tapi sekarang udah ada perbaikan",5
Eror terus,1
aplikasi gak jelas,1
"Kebanyakan loading, gini nih aplikasi klo biaya mahal hasil nyata murahan. Di korup terus",1
"Sudah masukin no npwp dan password, salah mulu, sampai ubah password typ salah lagi pas login",1
Ga bisa di pake aplikasinya.. Mau lapor aja di bikin RIBET,1
apk tolol vrfksi gak bisa²,1
Aplikasi berguna sudah sesuai semua tetap gagal,1
Aplikasi payah. Gimana mau taat atau lapor pajak. Klo sistem aja belum bener.. parahh,1
Buruk,1
Pas mau verifikasi wajah for close mulu hedeh,1
"Aplikasi dibawah naungan pemerintah seperti ini kualitasnya? Ckckck tidak heran. Baru buka apps sudah eror. Baru buka Live Chat Pajak, padahal jaringan bagus, sinyal oke. Tiba-tiba chat berakhir. Baru buka loh? Ckckck aplikasi tidak berguna.",1
"Aplikasi Hao Hao... sekelas Pengelola Pajak negara ...tak becus ngelola Aplikasi yg di butuhkan masyarakat... bagaimana masyarakat mau bayar pajak dengan tepat... Fasilitas yg anda buat sangat rumit ,,,dan membuat susah masyarakat banyak...padahal rakyat sudah bayar pajak,kalian suruh lagi lapor, sudah mau melapor kalian buat susah lagi",1
"Mau daftar sj di persulit, pulsa habis karna otp g jelas",1
"aplikasi aneh masa klik lupa sandi gak bisa, tolong lah di perbaiki aplikasinya, jgn smpai merugikan penggunaal nya",1
Cek dlu,1
Sumpah ini aplikasi jelek banget.,1
"Error terus... pelayanan macam apa ini, gak jelas",1
Parah eror terus,1
"Klik banner dan slide tidak berfungsi. Tidak nyambung ke back 3nd, tolong direvisi lah sekelas programmer pemerintah harusnya top markotop",1
"Gajelas dibikin muter muter doang. Gua lupa efin, udah isi data tapi suruh login dulu dan loginnya harus pake efin gimana sii. Mau lapor pajak aja dibikin susah begini",1
Di buat susah pada saat pengiriman otp hanya buat pulsa habis saja,1
"Jelek aplikasinya error terus, perlu perbaikkan",1
Nge bug anjing,1
Apk apaan mau login aja susah apalagi pas cek efin katanya udah dikirim email tp nggak ada email masuk👎👎,1
Proses permohonan efin tidak sampai 20 menit👍,5
"Pulsa 20 ribu habis , gabisa masuk kode otp selalu salah as*""",1
"banyak nge bug nya, stuck masa mau daftar gak bisa kocak",1
"Layanan lupa efin ga guna.. kode OTP yang dimasukan sesuai sama yg dikirim, mau verifikasi keterangannya kode OTP salah, Aneh banget.",1
"Aplikasi tolol, niat hati mau laporan pajak mau minta EFIN aja dipersulit!",1
"Aplikasi buruk,percuma di realis aplikasi kalau sering gangguan,lebih bagus ga usah lewat aplikasi,bukan mempermudah pelaporan malh menyebalkan",1
Pendaftaran langkah ke 2 sdh gak bisa lanjut lagi stuck di situ aja mau di klik next atau prev gak bisa juga...developernya perbaiki lagi nih,1
